,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
accuracy,LC13,0.7013054401352721,0.7013054401352721,0.7013054401352721,0.7013054401352721,0.6443567026194145,0.6443567026194145,0.6443567026194145,0.6443567026194145,0.5194570135746607,0.5194570135746607,0.5194570135746607,0.5194570135746607
case,LC13,0.754846790831218,0.7015985037406484,0.7272167788965934,400.8,0.7005289298404616,0.6566138613861385,0.6759749338486714,100.2,0.5774213455113821,0.5599999999999999,0.5683188931141999,125.0
control,LC13,0.641608427583763,0.7009171756134147,0.669916303365056,305.6,0.5839236197354145,0.6284005468215994,0.6031556716218386,76.4,0.449087908028592,0.4666666666666667,0.4574151531197402,96.0
macro avg,LC13,0.6982276092074905,0.7012578396770316,0.6985665411308247,706.4,0.6422262747879379,0.6425072041038691,0.639565302735255,176.6,0.5132546267699871,0.5133333333333333,0.5128670231169701,221.0
weighted avg,LC13,0.7058577230484073,0.7013054401352721,0.7024283435913204,706.4,0.6501096759157816,0.6443567026194145,0.6444591301680763,176.6,0.5216746939351475,0.5194570135746607,0.5201435128451133,221.0
accuracy,LC14,0.6953600378249075,0.6953600378249075,0.6953600378249075,0.6953600378249075,0.6444080636877247,0.6444080636877247,0.6444080636877247,0.6444080636877247,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824
case,LC14,0.7514281353363387,0.6921271820448878,0.7204166169178077,400.8,0.7050167232147362,0.6427722772277228,0.6693788183805662,100.2,0.5866233982566521,0.5696,0.5778004411113191,125.0
control,LC14,0.6343275078434785,0.6996014143362264,0.6652096707273535,305.6,0.5863608742487744,0.6466507177033493,0.6112837856937278,76.4,0.459760723836601,0.4770833333333333,0.4680386469137964,96.0
macro avg,LC14,0.6928778215899085,0.6958642981905571,0.6928131438225805,706.4,0.6456887987317552,0.644711497465536,0.6403313020371468,176.6,0.5231920610466266,0.5233416666666667,0.5229195440125578,221.0
weighted avg,LC14,0.7007692825849633,0.6953600378249075,0.6965332827262384,706.4,0.653720902831828,0.6444080636877247,0.6442427325360852,176.6,0.5315156301827838,0.5294117647058824,0.5301211096952005,221.0
accuracy,LC15,0.6758249155550926,0.6758249155550926,0.6758249155550926,0.6758249155550926,0.6092706728299949,0.6092706728299949,0.6092706728299949,0.6092706728299949,0.5484162895927602,0.5484162895927602,0.5484162895927602,0.5484162895927602
case,LC15,0.7332952193957897,0.6741521197007481,0.7021299373837182,400.8,0.6730263774934381,0.6067524752475247,0.6379480586867324,100.2,0.6064169413096122,0.5744,0.5899011418358778,125.0
control,LC15,0.6139021685634191,0.6779963570127505,0.6439883269334854,305.6,0.5425883462102757,0.6124401913875598,0.575187485253101,76.4,0.4815402194809187,0.5145833333333333,0.4974302326155529,96.0
macro avg,LC15,0.6735986939796044,0.6760742383567493,0.6730591321586018,706.4,0.6078073618518569,0.6095963333175423,0.6065677719699167,176.6,0.5439785803952655,0.5444916666666667,0.5436656872257154,221.0
weighted avg,LC15,0.6816407084873073,0.6758249155550926,0.6769801763968892,706.4,0.6165928662638869,0.6092706728299949,0.6108235389692422,176.6,0.5521718494745237,0.5484162895927602,0.5497327830795375,221.0
accuracy,LC16,0.7154621330202627,0.7154621330202627,0.7154621330202627,0.7154621330202627,0.6760657421674371,0.6760657421674371,0.6760657421674371,0.6760657421674371,0.4932126696832579,0.4932126696832579,0.4932126696832579,0.4932126696832579
case,LC16,0.770897720023495,0.7095885286783042,0.7389314137734939,400.8,0.7392542924698601,0.660930693069307,0.6958609520678486,100.2,0.555618028711876,0.5168,0.5354330557056526,125.0
control,LC16,0.6549336829744842,0.7231629701060752,0.6873128916297502,305.6,0.615750014547818,0.6963773069036228,0.6515543148389341,76.4,0.4240576788689996,0.4625,0.4423686702403733,96.0
macro avg,LC16,0.7129157014989896,0.7163757493921897,0.713122152701622,706.4,0.677502153508839,0.6786539999864649,0.6737076334533914,176.6,0.4898378537904378,0.48965,0.4889008629730129,221.0
weighted avg,LC16,0.7207307095764991,0.7154621330202627,0.7166014015551676,706.4,0.6859109089159352,0.6760657421674371,0.6766365288941115,176.6,0.4984696414498121,0.4932126696832579,0.495006897313495,221.0
accuracy,LC17,0.6486378625721738,0.6486378625721738,0.6486378625721738,0.6486378625721738,0.614869029275809,0.614869029275809,0.614869029275809,0.614869029275809,0.502262443438914,0.502262443438914,0.502262443438914,0.502262443438914
case,LC17,0.7130924335640698,0.6387206982543641,0.6731907285720069,400.8,0.6792373971106859,0.622950495049505,0.6467241301320635,100.2,0.5670113176337874,0.5056,0.533333282288394,125.0
control,LC17,0.5831528288668277,0.6616672024000858,0.6191869505508012,305.6,0.5480986717267552,0.6042378673957621,0.5711476230519035,76.4,0.4367170623988805,0.4979166666666667,0.4641011715209272,96.0
macro avg,LC17,0.6481226312154488,0.6501939503272249,0.6461888395614042,706.4,0.6136680344187205,0.6135941812226335,0.6089358765919834,176.6,0.5018641900163341,0.5017583333333333,0.4987172269046606,221.0
weighted avg,LC17,0.6568820546344953,0.6486378625721738,0.6498247225759334,706.4,0.6225152773006555,0.614869029275809,0.6140407758254997,176.6,0.5104129081199817,0.502262443438914,0.5032596052129333,221.0
accuracy,LC1,0.7233965484771868,0.7233965484771868,0.7233965484771868,0.7233965484771868,0.6704930662557781,0.6704930662557781,0.6704930662557781,0.6704930662557781,0.4760180995475113,0.4760180995475113,0.4760180995475113,0.4760180995475113
case,LC1,0.7807761046493014,0.7125872817955112,0.745063850912476,400.8,0.720915200795957,0.6846534653465346,0.7016346713376898,100.2,0.5386893472419788,0.5008,0.5187717469814777,125.0
control,LC1,0.6619397512180615,0.7375827708132434,0.6976504545906084,305.6,0.613364572069366,0.6520847573479152,0.6311677199437972,76.4,0.4068390609286921,0.44375,0.4241920767519018,96.0
macro avg,LC1,0.7213579279336815,0.7250850263043773,0.7213571527515421,706.4,0.6671398864326614,0.668369111347225,0.6664011956407435,176.6,0.4727642040853355,0.4722749999999999,0.4714819118666898,221.0
weighted avg,LC1,0.7293678719034833,0.7233965484771868,0.7245511394037265,706.4,0.6744151920616019,0.6704930662557781,0.6711281740373065,176.6,0.4814150147258,0.4760180995475113,0.477687365343291,221.0
accuracy,LC2,0.7038498062675551,0.7038498062675551,0.7038498062675551,0.7038498062675551,0.6454866461222394,0.6454866461222394,0.6454866461222394,0.6454866461222394,0.5366515837104072,0.5366515837104072,0.5366515837104072,0.5366515837104072
case,LC2,0.753212197269581,0.711073566084788,0.731491054680403,400.8,0.7136444743381987,0.6288514851485149,0.6676498638473919,100.2,0.5919073762838469,0.5824,0.5870334056214086,125.0
control,LC2,0.6470231283851029,0.6943597985642345,0.6698015222369785,305.6,0.5789548374911677,0.66742993848257,0.6191400779931503,76.4,0.4673379466429614,0.4770833333333333,0.4720580207421438,96.0
macro avg,LC2,0.7001176628273419,0.7027166823245112,0.7006462884586908,706.4,0.6462996559146832,0.6481407118155424,0.6433949709202711,176.6,0.5296226614634042,0.5297416666666667,0.5295457131817762,221.0
weighted avg,LC2,0.7072708437186731,0.7038498062675551,0.704805448282988,706.4,0.6554062142477397,0.6454866461222394,0.6466520713194123,176.6,0.5377957688380324,0.5366515837104072,0.5370893470313207,221.0
accuracy,LC3,0.6862944813299622,0.6862944813299622,0.6862944813299622,0.6862944813299622,0.6353620955315871,0.6353620955315871,0.6353620955315871,0.6353620955315871,0.4832579185520361,0.4832579185520361,0.4832579185520361,0.4832579185520361
case,LC3,0.7427420262746074,0.6841346633416459,0.7122113238594395,400.8,0.7004803523210009,0.6267128712871287,0.6576502129293915,100.2,0.5438859462568566,0.5296000000000001,0.5362442939590281,125.0
control,LC3,0.6245384607975131,0.6891203257259187,0.6552159330822833,305.6,0.5745550833605753,0.6463773069036227,0.604609024939543,76.4,0.4089693574452827,0.4229166666666667,0.4153749982591486,96.0
macro avg,LC3,0.6836402435360602,0.6866274945337822,0.6837136284708614,706.4,0.6375177178407881,0.6365450890953757,0.6311296189344674,176.6,0.4764276518510696,0.4762583333333333,0.4758096461090882,221.0
weighted avg,LC3,0.6916052726474556,0.6862944813299622,0.6875556644956953,706.4,0.6459878498921865,0.6353620955315871,0.6347669085221952,176.6,0.4852796452346345,0.4832579185520361,0.4837399845147365,221.0
accuracy,LC4,0.7313077240544775,0.7313077240544775,0.7313077240544775,0.7313077240544775,0.6602272727272728,0.6602272727272728,0.6602272727272728,0.6602272727272728,0.4733031674208144,0.4733031674208144,0.4733031674208144,0.4733031674208144
case,LC4,0.787131181546536,0.7215523690773067,0.7528407240439225,400.8,0.7150054758252656,0.6666336633663367,0.68921949099619,100.2,0.5370451413637444,0.4896,0.5116407146674588,125.0
control,LC4,0.6710220900981682,0.7441080038572807,0.7055965698229094,305.6,0.6000547808119824,0.6517088174982912,0.6240092879256965,76.4,0.4051826484991647,0.4520833333333333,0.4268306227143713,96.0
macro avg,LC4,0.729076635822352,0.7328301864672937,0.729218646933416,706.4,0.657530128318624,0.6591712404323139,0.6566143894609432,176.6,0.4711138949314545,0.4708416666666666,0.469235668690915,221.0
weighted avg,LC4,0.7369022936014487,0.7313077240544775,0.7324017636547819,706.4,0.6652723712587162,0.6602272727272728,0.661031904612617,176.6,0.4797655064542436,0.4733031674208144,0.4748001317376108,221.0
accuracy,LC5,0.6851637409795208,0.6851637409795208,0.6851637409795208,0.6851637409795208,0.6149653312788905,0.6149653312788905,0.6149653312788905,0.6149653312788905,0.5085972850678733,0.5085972850678733,0.5085972850678733,0.5085972850678733
case,LC5,0.7400611718149396,0.6861147132169576,0.7120225762684166,400.8,0.6741421307523247,0.6226732673267327,0.647328983346185,100.2,0.5740038359349604,0.5136000000000001,0.5417626566635028,125.0
control,LC5,0.6243437589585241,0.6839194256937748,0.6527238693070452,305.6,0.549791223885901,0.6048872180451128,0.5759628672157129,76.4,0.441455183379525,0.5020833333333333,0.4694961976199724,96.0
macro avg,LC5,0.6822024653867318,0.6850170694553662,0.6823732227877308,706.4,0.6119666773191128,0.6137802426859228,0.611645925280949,176.6,0.5077295096572427,0.5078416666666666,0.5056294271417375,221.0
weighted avg,LC5,0.690000062964208,0.6851637409795208,0.6863684373412435,706.4,0.6203483240668344,0.6149653312788905,0.616449451518988,176.6,0.5164261407072599,0.5085972850678733,0.5103708916491184,221.0
accuracy,LC6,0.6435455241193889,0.6435455241193889,0.6435455241193889,0.6435455241193889,0.5775937339496662,0.5775937339496662,0.5775937339496662,0.5775937339496662,0.4923076923076923,0.4923076923076923,0.4923076923076923,0.4923076923076923
case,LC6,0.6954509795330661,0.6641184538653366,0.6776314461980937,400.8,0.6365754433434442,0.6049504950495049,0.617592313814935,100.2,0.5486746609060773,0.576,0.5608250347304354,125.0
control,LC6,0.585352275334153,0.6165027322404372,0.5984592143463914,305.6,0.5108616246027406,0.5419002050580998,0.5223154975395597,76.4,0.4098275699554471,0.3833333333333333,0.3944131080268434,96.0
macro avg,LC6,0.6404016274336095,0.640310593052887,0.6380453302722426,706.4,0.5737185339730925,0.5734253500538024,0.5699539056772474,176.6,0.4792511154307622,0.4796666666666667,0.4776190713786393,221.0
weighted avg,LC6,0.6478127471610573,0.6435455241193889,0.6433895052386067,706.4,0.5822149790644878,0.5775937339496662,0.5763473449371338,176.6,0.4883609924388352,0.4923076923076923,0.4885375009587394,221.0
accuracy,LC7,0.6891257397694444,0.6891257397694444,0.6891257397694444,0.6891257397694444,0.6387326656394453,0.6387326656394453,0.6387326656394453,0.6387326656394453,0.47420814479638,0.47420814479638,0.47420814479638,0.47420814479638
case,LC7,0.7419463713753222,0.6936047381546134,0.7168231911586057,400.8,0.6947855865540653,0.6526534653465347,0.6723097425827003,100.2,0.5391437647584716,0.4816,0.5085449887299823,125.0
control,LC7,0.6297469991586839,0.6832186863816565,0.6552315258208121,305.6,0.5753314153397003,0.6201982228298017,0.5960204411313127,76.4,0.407890722264064,0.4645833333333333,0.4342088687038842,96.0
macro avg,LC7,0.6858466852670031,0.6884117122681349,0.686027358489709,706.4,0.6350585009468828,0.6364258440881683,0.6341650918570065,176.6,0.4735172435112678,0.4730916666666666,0.4713769287169332,221.0
weighted avg,LC7,0.6934024077579342,0.6891257397694444,0.6901823000199805,706.4,0.6431007692541717,0.6387326656394453,0.6393621063291361,176.6,0.4821288684713081,0.47420814479638,0.476254185460727,221.0
accuracy,LC8,0.69904195599649,0.69904195599649,0.69904195599649,0.69904195599649,0.6511748844375963,0.6511748844375963,0.6511748844375963,0.6511748844375963,0.4515837104072398,0.4515837104072398,0.4515837104072398,0.4515837104072398
case,LC8,0.7570442461264746,0.6916209476309227,0.7228272821540197,400.8,0.7139471657608912,0.6508316831683169,0.6787010935563211,100.2,0.5173308003583232,0.4479999999999999,0.4801256022018297,125.0
control,LC8,0.6366752959786043,0.7087903139397835,0.6707689615083182,305.6,0.587473603075483,0.6517771701982229,0.6155614139684824,76.4,0.3884653750804193,0.45625,0.4195985649163526,96.0
macro avg,LC8,0.6968597710525395,0.700205630785353,0.696798121831169,706.4,0.6507103844181872,0.6513044266832698,0.6471312537624018,176.6,0.4528980877193713,0.4521249999999999,0.4498620835590912,221.0
weighted avg,LC8,0.7049733281445298,0.69904195599649,0.7003040085728509,706.4,0.6592609799329732,0.6511748844375963,0.6513672744442164,176.6,0.4613530590611342,0.4515837104072398,0.4538333145122107,221.0
accuracy,LC9,0.7041290855107365,0.7041290855107365,0.7041290855107365,0.7041290855107365,0.6466551104262969,0.6466551104262969,0.6466551104262969,0.6466551104262969,0.5149321266968326,0.5149321266968326,0.5149321266968326,0.5149321266968326
case,LC9,0.754249434910431,0.7095910224438903,0.7311425212859876,400.8,0.7041192985939888,0.6547920792079208,0.6772164580811446,100.2,0.5730028916312309,0.5631999999999999,0.5678069575546537,125.0
control,LC9,0.6470589862908724,0.6969870352512589,0.6709824380935187,305.6,0.5847589171172565,0.6359193438140807,0.6075901851130399,76.4,0.4419826616080818,0.4520833333333333,0.4466610475741679,96.0
macro avg,LC9,0.7006542106006517,0.7032890288475746,0.7010624796897531,706.4,0.6444391078556226,0.6453557115110007,0.6424033215970921,176.6,0.5074927766196564,0.5076416666666667,0.5072340025644108,221.0
weighted avg,LC9,0.7078826942984492,0.7041290855107365,0.7051145300653519,706.4,0.6524879575858933,0.6466551104262969,0.647112023528221,176.6,0.5160891265533019,0.5149321266968326,0.5151824898708228,221.0
